Original_Name,Clean_Name,Latitude,Longitude,Found_Address
譚家坊,譚家坊,36.6950386,118.6608507,"谭家坊, 青州市, 潍坊市, 山东省, 中国"
議政府,議政府,37.7377035,127.0460501,"의정부, 525, 평화로, 의정부동, 의정부1동, 의정부시, 경기도, 11696, 대한민국"
譽山,譽山,23.4699871,120.9572739,"玉山, 信義鄉, 南投縣, 臺灣"
讃岐津田,讃岐津田,34.2883382,134.2480572,"讃岐津田, 讃岐津田停車場線, さぬき市, 香川県, 769-2401, 日本"
谷太,谷太,35.694921,140.456446,"谷台, 横芝光町, 山武郡, 千葉県, 289-1619, 日本"
谷子,谷子,43.2443242,114.3251664,"内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
谷田,谷田,34.99716,138.441416,"谷田, 清水区, 静岡市, 静岡県, 424-8701, 日本"
谷縣,谷縣,36.320479,111.967499,"古县, 临汾市, 山西省, 中国"
豆中,豆中,23.2413628,120.2494492,"中山高速公路, 大埤寮, 大吉里, 下營區, 臺南市, 735, 臺灣"
豊世,豊世,37.6806479,139.5763931,"豊実, 国道459号, 阿賀町, 東蒲原郡, 新潟県, 日本"
豊利,豊利,42.9628836,129.8930259,"풍리, 7, 남양로동자구, 온성군, 함경북도, 조선민주주의인민공화국"
豊段,豊段,28.6017079,104.8575923,"李端镇, 翠屏区, 宜宾市, 四川省, 中国"
豊水,豊水,28.4704064,119.9184297,"丽水市, 浙江省, 中国"
豐寧,豐寧,41.2194964,116.6340777,"丰宁满族自治县, 承德市, 河北省, 中国"
豐岡,豐岡,23.670673,120.419,"豐岡, 豐岡村, 大埤鄉, 雲林縣, 633101, 臺灣"
豐後竹田,豐後竹田,22.5700734,120.5224112,"竹田系統交流道, 東西向快速公路 高雄潮州線, 後廍, 泗洲村, 竹田鄉, 屏東縣, 911, 臺灣"
豐榮,豐榮,22.7433087,121.1370634,"豐榮, 臺東市, 臺東縣, 950, 臺灣"
豐樂,豐樂,31.108941,107.13404,"丰乐镇, 渠县, 达州市, 四川省, 中国"
豐橋,豐橋,31.0154053,121.5888222,"丰桥, 中国"
豐武,豐武,29.9440116,117.8866482,"丰梧, 黄山市, 安徽省, 中国"
豐肥本線,豐肥本線,36.8439594,119.4051914,"潍坊市大双羊永磁动力设备有限公司;昌邑市龙港置业有限公司;民生人寿保险股份有限公司潍坊中心支公司昌邑营销服务部;中国人寿保险股份有限公司昌邑市支公司潍水营销服务部;潍坊宏远财务咨询有限公司;山东大本律师事务所;山东明浩工程项目管理有限公司昌邑办事处;潍坊非凡人力资源服务有限公司;潍坊娜塔希腾达贸易有限公司;昌邑市兴邑安全技术服务有限公司;潍坊天赐新材料科技有限公司;中禾惠丰（山东）生物科技有限公司;昌邑市百盈食品有限公司;昌邑市正源食品有限公司;潍坊市润泽万家环保科技有限公司;太平人寿保险有限公司潍坊市昌, 交通中街, 新兴社区, 奎聚街道, 昌邑市, 潍坊市, 山东省, 261300, 中国"
豐臺,豐臺,39.8571176,116.2804172,"丰台区, 北京市, 中国"
豐臺連絡線,豐臺連絡線,39.8498588,116.4626673,"京沪高速联络线, 十八里店乡, 朝阳区, 北京市, 100122, 中国"
豐鎭,豐鎭,40.5572474,113.3107839,"丰镇市 ᠹᠧᠩᠵᠧᠨ ᠬᠣᠲᠠ, 乌兰察布市 ᠤᠯᠠᠭᠠᠨᠴᠠᠪ ᠬᠣᠲᠠ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 012000, 中国"
貢寮,貢寮,25.0218603,121.9088474,"貢寮, 朝陽街, 貢寮里, 貢寮區, 槓子寮, 新北市, 22843, 臺灣"
賀爾新基,賀爾新基,60.1666204,24.9435408,"Helsinki, Helsingin seutukunta, Uusimaa, Manner-Suomi, Suomi / Finland"
賈令,賈令,37.4139,112.352,"贾令镇, 晋中市, 山西省, 中国"
賢儒,賢儒,43.2464531,128.1333698,"贤儒镇, 敦化市 돈화시, 延边朝鲜族自治州 연변조선족자치주, 吉林省, 中国"
赤峰,赤峰,43.2564906,118.9759212,"赤峰市 ᠤᠯᠠᠭᠠᠨᠬᠠᠳᠠ ᠬᠣᠲᠠ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
赤隆,赤隆,28.8532291,88.115422,"赤龙, 萨迦镇, 萨迦县 ས་སྐྱ་རྫོང།, 日喀则市 གཞིས་ཀ་རྩེ་གྲོང་ཁྱེར།, 西藏自治区 བོད་རང་སྐྱོང་ལྗོངས།, 857800, 中国"
赫爾洪得,赫爾洪得,49.2000121,118.4582095,"赫尔洪得, 陈旗呼和诺尔镇, 陈巴尔虎旗, 呼伦贝尔市 ᠬᠥᠯᠥᠨ ᠪᠤᠶᠢᠷ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
趙城,趙城,36.3823029,111.6873477,"赵城镇, 洪洞县, 临汾市, 山西省, 中国"
趙墩,趙墩,37.5320123,108.1084188,"赵墩, 榆林市, 陕西省, 中国"
趙墩線,趙墩線,35.3643611,105.9410664,"赵墩乡, 庄浪县, 平凉市, 甘肃省, 中国"
路南,路南,39.6236415,118.1480112,"路南区, 唐山市, 河北省, 063000, 中国"
車輦館,車輦館,36.7073618,119.2462647,"茵卡热系统(山东)有限公司年产三十万套电控硅油离合器及新能源车用热管理系统项目, 汶泉街道, 奎文区, 潍坊市, 山东省, 中国"
軍浦,軍浦,22.8546663,111.8078586,"云浮市, 广东省, 中国"
軍糧城,軍糧城,39.0470041,117.4495646,"军粮城, 军粮城立交桥, 军粮城街道, 东丽区, 天津市, 300301, 中国"
輕井澤,輕井澤,24.1534437,120.6470682,"輕井澤, 溝墘里, 南屯區, 臺中七期, 臺中市, 臺灣"
輝南,輝南,42.529167,126.345,"辉南县, 通化市, 吉林省, 中国"
輝縣,輝縣,35.4625141,113.7976228,"辉县市, 新乡市, 河南省, 中国"
輯安,輯安,27.0937349,114.961355,"吉安市, 江西省, 中国"
輸城,輸城,41.8327205,129.7382105,"수성, 83, 송평구역, 청진시, 부령군, 함경북도, 조선민주주의인민공화국"
辛店,辛店,33.4138,113.372,"辛店镇, 平顶山市, 河南省, 中国"
辰野,辰野,35.984723,137.9977643,"辰野, 伊那辰野停車場線, 辰野町, 上伊那郡, 長野県, 日本"
農區前,農區前,37.572575,126.9981085,"인의빌딩, 112-7, 창경궁로, 인의동, 종로1·2·3·4가동, 종로구, 서울특별시, 03136, 대한민국"
農安,農安,44.4310587,125.1662116,"农安县, 长春市, 吉林省, 130000, 中国"
農林公司,農林公司,24.7704734,121.2293271,"農林公司, 六曲窩道路, 六曲窩, 錦山里, 關西鎮, 新竹縣, 臺灣"
近圻,近圻,22.5905652,120.2844287,"旗津區, 高雄市, 805, 臺灣"
追分,追分,24.1202267,120.5701241,"追分, 13, 追分街, 王田里, 大肚區, 臺中市, 43245, 臺灣"
退潮,退潮,31.7549054,86.7925286,"退雄加村, 俄久乡, 尼玛县 ཉི་མ་རྫོང།, 那曲市 ནག་ཆུ་ས་ཁུལ།, 西藏自治区 བོད་རང་སྐྱོང་ལྗོངས།, 中国"
通三,通三,43.040652,141.400266,"栄通3, 栄通, 白石区, 札幌市, 石狩振興局, 北海道, 日本"
通三河,通三河,35.0170175,137.0344868,"日通三河運輸株式会社刈谷営業所, 国道1号, 西丘町, 刈谷市, 愛知県, 472-0021, 日本"
通化,通化,42.123889,125.848333,"通化市, 吉林省, 134000, 中国"
通北,通北,47.7695461,126.7634295,"通北镇, 北安市, 黑河市, 黑龙江省, 164300, 中国"
通南鎭,通南鎭,48.13909,125.012987,"通南镇, 讷河市, 齐齐哈尔市, 黑龙江省, 161000, 中国"
通川,通川,31.2172897,107.4992652,"通川区, 达州市, 四川省, 中国"
通州,通州,32.0679753,121.0690748,"通州区, 南通市, 江苏省, 226300, 中国"
通州東站,通州東站,39.8970847,116.6760882,"中仓站Ⅱ场, 玉桥街道, 通州区, 北京市, 中国"
通州線,通州線,31.5843119,107.0808219,"同州街道, 平昌县, 同州街道, 平昌县, 巴中市, 四川省, 中国"
通河,通河,45.9786526,128.7472619,"通河县, 哈尔滨市, 黑龙江省, 150900, 中国"
通遠堡,通遠堡,40.7839883,123.9194654,"通远堡镇, 凤城市, 辽宁省, 中国"
通遼,通遼,43.6151762,122.2601035,"通辽市 ᠲᠦᠩᠯᠢᠶᠣᠤ ᠬᠣᠲᠠ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
連城,連城,25.5783705,116.7997728,"连城县, 龙岩市, 福建省, 中国"
連山,連山,40.8738239,120.6240121,"连山区, 辽宁省, 中国"
連山關,連山關,40.9660501,123.753259,"连山关镇, 本溪满族自治县, 本溪市, 辽宁省, 中国"
連絡船,連絡船,43.3348064,142.3364808,"連絡, 北の峯トンネル, 下御料, 富良野市, 上川総合振興局, 北海道, 北海道地方, 076-0034, 日本"
連絡船{宇野},連絡船,43.3348064,142.3364808,"連絡, 北の峯トンネル, 下御料, 富良野市, 上川総合振興局, 北海道, 北海道地方, 076-0034, 日本"
連絡船{高松},連絡船,43.3348064,142.3364808,"連絡, 北の峯トンネル, 下御料, 富良野市, 上川総合振興局, 北海道, 北海道地方, 076-0034, 日本"
連鎭,連鎭,37.8011005,116.476925,"连镇镇, 沧州市, 河北省, 061000, 中国"
連雲港,連雲港,34.5933134,119.2171662,"连云港市, 江苏省, 中国"
連雲碼頭,連雲碼頭,34.6601636,119.4314163,"连云港新云台码头公司, 板桥街道, 连云区, 连云港市, 江苏省, 中国"
進永,進永,35.2987478,128.7735504,"진영, 부산외곽순환고속도로, 진영읍, 김해시, 경상남도, 50856, 대한민국"
運城,運城,35.218039,111.053715,"运城市, 山西省, 中国"
運河,運河,35.9140176,139.9060619,"運河, 流山街道, 大字東深井, 流山市, 千葉県, 270-0107, 日本"
運糧河,運糧河,34.797107,114.1903439,"运粮河, 晋安路, 西网社区, 龙亭区, 开封市, 河南省, 中国"
道淸臺,道淸臺,22.4017161,113.9783768,"Michi, 7, 青菱徑 Tsing Ling Path, 紅橋 Hung Kiu, 屯門中 Tuen Mun Central, 屯門區 Tuen Mun District, 新界 New Territories, 香港 Hong Kong, 中国"
達拉齋,達拉齋,33.8428168,103.3821413,"高寨, 达拉乡 རྟ་ར།, 迭部县 ཐེ་བོ་རྫོང་།, 甘南藏族自治州 ཀན་ལྷོ་བོད་རིགས་རང་སྐྱོང་ཁུལ།, 甘肃省, 中国"
遙古,遙古,22.8901321,112.2916487,"腰古, Y011, 云朵, 高要区, 腰古镇, 云城区, 云浮市, 广东省, 中国"
遜河,遜河,49.4565257,127.2557347,"逊河, 西兴乡, 孙吴县, 黑河市, 黑龙江省, 164300, 中国"
遠郎,遠郎,22.4462068,114.0352848,"元朗 Yuen Long, 朗日路 Long Yat Road, The YOHO Hub, 東頭村 Tung Tau Tsuen, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国"
遠院,遠院,46.5087195,143.3076947,"Муравьёво, Корсаковский муниципальный округ, Сахалинская область, Дальневосточный федеральный округ, Россия"
遼口子,遼口子,42.3221599,125.0672757,"土口子乡, 清原满族自治县, 辽宁省, 113300, 中国"
遼江口,遼江口,27.6468,108.828,"廖家坳, 江口县, 铜仁市, 贵州省, 558000, 中国"
遼河,遼河,41.9405661,122.9240046,"辽河, 中国"
遼源,遼源,42.8863846,125.1374905,"辽源市, 龙山区, 吉林省, 中国"
遼陽,遼陽,41.2742898,123.1695757,"辽阳市, 辽宁省, 111000, 中国"
遼陽窩堡,遼陽窩堡,42.1855257,122.8730658,"刘家窝堡村, 沈阳市, 辽宁省, 中国"
遼陽驛,遼陽,41.2742898,123.1695757,"辽阳市, 辽宁省, 111000, 中国"
邊江口,邊江口,42.6700563,127.895475,"江口, 两江镇 량강진, 安图县 안도현, 延边朝鲜族自治州 연변조선족자치주, 吉林省, 中国"
那覇,那覇,23.8532834,107.1464731,"那拔镇, 百色市, 广西壮族自治区, 中国"
那霸,那霸,23.8532834,107.1464731,"那拔镇, 百色市, 广西壮族自治区, 中国"
邱家,邱家,31.6290707,107.3257899,"邱家镇, 平昌县, 巴中市, 四川省, 中国"
郎家屯,郎家屯,45.9868319,126.4929792,"郎家屯, 哈尔滨市, 松北区, 黑龙江省, 中国"
郝家莊,郝家莊,36.165825,113.0543966,"郝家庄镇, 长治市, 山西省, 中国"
郡北,郡北,35.2521048,128.3520264,"군북, 의산삼일로, 동촌리, 함안군, 경상남도, 52065, 대한민국"
郡山,郡山,37.398488,140.388798,"郡山, Street 195, 字燧田, 郡山市, 福島県, 963-8002, 日本"
郭克,郭克,39.7837304,-100.445882,United States
郭家屯,郭家屯,41.5762078,117.0926725,"郭家屯镇, 承德市, 河北省, 中国"
郭家店,郭家店,43.3398077,124.5717938,"郭家店, 道下街, 蔬菜村二组, 梨树县, 四平市, 吉林省, 136502, 中国"
郭山,郭山,35.756003,118.596071,"郭山, 许家湖镇, 沂水县, 山东省, 中国"
郭磊莊,郭磊莊,40.7220214,114.5316493,"郭磊庄镇, 张家口市, 河北省, 中国"
郭金河,郭金河,27.7190183,101.9608221,"金河镇, 盐源县 ꋂꂿꑤ, 凉山彝族自治州 ꆃꎭꆈꌠꊨꏦꏱꅉꍏ, 四川省, 615700, 中国"
都城,都城,31.7365393,131.0744458,"都城, 都城停車場線, 上川東一丁目, 栄町, 小松原, 都城市, 宮崎県, 885-8555, 日本"
都爾峰,都爾峰,44.7216545,119.6898272,"巴彦温都尔苏木 ᠪᠠᠶᠠᠨ᠌ᠠᠥᠨᠳᠥᠷ, 巴彦温都尔苏木 ᠪᠠᠶᠠᠨ᠌ᠠᠥᠨᠳᠥᠷ ᠰᠤᠮᠤ, 阿鲁科尔沁旗 ᠠᠷᠤ ᠬᠣᠷᠴᠢᠨ ᠬᠣᠰᠢᠭᠤ, 赤峰市 ᠤᠯᠠᠭᠠᠨᠬᠠᠳᠠ ᠬᠣᠲᠠ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
鄒縣,鄒縣,7.2834335,2.1227604,"Zou, Bénin"
鄭家,鄭家,27.150009,115.529303,"郑家, 吉安市, 江西省, 中国"
鄭家屯,鄭家屯,43.5037791,123.5122015,"郑家屯街道, 双辽市, 四平市, 吉林省, 中国"
酒田,酒田,38.9219999,139.8460919,"酒田, スロープ, 幸町一丁目, 酒田市, 山形県, 998-0023, 日本"
酸馬棧,酸馬棧,34.3115195,118.8323279,"加油站, 潼高线, 大河西社区, 桑墟镇, 沭阳县, 宿迁市, 江苏省, 中国"
醴泉,醴泉,34.4865793,108.4188076,"礼泉县, 咸阳市, 陕西省, 中国"
采石,采石,30.0283787,118.4116497,"采石, 桂林镇, 歙县, 黄山市, 安徽省, 中国"
釋王寺,釋王寺,34.2611602,134.3102779,"釈王寺, 東かがわ市大谷329-2, 北川橋, 落合, 東かがわ市, 香川県, 769-2520, 日本"
里,里,33.2848731,129.8354635,"里, 国道204号, 東山代町里, 伊万里市, 佐賀県, 849-4282, 日本"
里木,里木,27.781626,116.808722,"里木, 高田乡, 资溪县, 江西省, 中国"
里東,里東,23.6261754,108.4476933,"里东, 南宁市, 广西壮族自治区, 中国"
里浦,里浦,24.4914297,110.3904799,"荔浦市, 桂林市, 广西壮族自治区, 中国"
里門,里門,29.7038448,118.3595839,"里门, 王村镇, 歙县, 黄山市, 安徽省, 中国"
野邊地,野邊地,40.8554611,141.1197284,"野辺地, 野辺地野辺地停車場線, 中小中野, 野辺地町, 上北郡, 青森県, 039-2688, 日本"
野雞崗,野雞崗,29.7564845,121.1214893,"野鸡岗, 宁波市, 浙江省, 中国"
野鷄背,野鷄背,35.1207184,140.1384482,"磯貝, 国道128号, 浜荻, 鴨川市, 千葉県, 299-5504, 日本"
金丈,金丈,34.189035,139.139248,"金長, 神津島村, 大島支庁, 東京都, 100-0601, 日本"
金堤,金堤,30.402458,116.8145953,"金堤, 赛口镇, 望江县, 安庆市, 安徽省, 中国"
金子屯,金子屯,35.3326533,139.1555441,"かつや, 国道255号, 金子, 大井町, 足柄上郡, 神奈川県, 258-0019, 日本"
金家,金家,30.8970459,105.2434181,"金家镇, 射洪市, 遂宁市, 四川省, 中国"
金寶屯,金寶屯,43.3777086,123.5601778,"金宝屯镇 ᠵᠢᠨ ᠪᠣᠣ ᠲᠦᠨ, 通辽市 ᠲᠦᠩᠯᠢᠶᠣᠤ ᠬᠣᠲᠠ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
金山,金山,35.1430292,136.9008688,"金山, 金山町第1号線, 金山町一丁目, 熱田区, 名古屋市, 愛知県, 456-0002, 日本"
金山鎮,金山鎮,36.7403065,118.2250976,"金山镇, 淄博市, 山东省, 255438, 中国"
金嶺,金嶺,33.2438935,113.6185377,"金岭, 驻马店市, 河南省, 中国"
金嶺寺,金嶺寺,35.7213549,139.7686318,"金嶺寺, 言問通り, 谷中一丁目, 谷中, 台東区, 東京都, 110-0001, 日本"
金嶺縣,金嶺縣,30.7248587,94.3694515,"金岭乡, 边坝县 དཔལ་འབར་རྫོང།, 昌都市 ཆབ་མདོ་ས་ཁུལ།, 西藏自治区 བོད་རང་སྐྱོང་ལྗོངས།, 中国"
金川,金川,31.5365939,101.8098326,"金川县 ཆུ་ཆེན་རྫོང།, 阿坝藏族羌族自治州 རྔ་བ་བོད་རིགས་ཆ་བ༹ང་རིགས་རང་སྐྱོང་ཁུལ་, 四川省, 624100, 中国"
金州,金州,39.0482026,121.7773315,"金州区, 大连市, 辽宁省, 116600, 中国"
金村,金村,35.5083375,112.9200298,"金村镇, 晋城市, 山西省, 中国"
金泉,金泉,36.1238437,128.115032,"김천, 김천로, 평화동, 김천시, 경상북도, 39609, 대한민국"
金溝子,金溝子,42.6278968,124.0004111,"金沟子镇, 开原市, 辽宁省, 中国"
金滿家,金滿家,50.3724539,48.3359482,"Большой Узень, Алгайское сельское поселение, Новоузенский район, Саратовская область, Приволжский федеральный округ, Россия"
金澤,金澤,30.369736,96.5578021,"金泽, 昌都市 ཆབ་མདོ་ས་ཁུལ།, 西藏自治区 བོད་རང་སྐྱོང་ལྗོངས།, 中国"
金生,金生,38.144959,140.290727,"金生, 上山市, 山形県, 999-3122, 日本"
金蒼,金蒼,23.5951995,112.0733116,"金仓, 诗洞镇, 怀集县, 肇庆市, 广东省, 中国"
金郊,金郊,40.7734654,120.8662331,"锦郊街道, 葫芦岛市, 连山区, 辽宁省, 中国"
金銀壁,金銀壁,27.1046434,104.7003078,"金银山街道, 赫章县, 毕节市, 贵州省, 中国"
釜山,釜山,35.1799528,129.0752365,"부산광역시, 대한민국"
釜山棧橋,釜山棧橋,37.5305517,121.435234,"栈桥, 滨海北路, 长生社区, 东山街道, 芝罘区, 烟台市, 山东省, 264000, 中国"
釜山港,釜山港,22.3390376,114.2104768,"斧山 Hammer Hill, 香港 Hong Kong, 中国"
釜山鎭,釜山鎭,35.1252494,129.0490798,"부산진, 충장대로, 초량동, 초량3동, 동구, 부산광역시, 48751, 대한민국"
釜山鎮,釜山鎮,35.1252494,129.0490798,"부산진, 충장대로, 초량동, 초량3동, 동구, 부산광역시, 48751, 대한민국"
銅佛寺,銅佛寺,42.8781026,129.2380464,"铜佛寺 동불사, 珲阿线, 铜佛社区 동불사구, 五兴 오흥, 老头沟镇 로두구진, 龙井市 룡정시, 延边朝鲜族自治州 연변조선족자치주, 吉林省, 134402, 中国"
銅山,銅山,31.698213,118.8765414,"铜山, 沪武高速, 禄口街道, 江宁区, 南京市, 江苏省, 中国"
銅慈,銅慈,29.2451499,103.6346051,"铜茨, 沙湾区, 乐山市, 四川省, 中国"
錢家店,錢家店,43.7198723,122.5134821,"钱家店镇, 通辽市 ᠲᠦᠩᠯᠢᠶᠣᠤ ᠬᠣᠲᠠ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
錦州,錦州,41.1087113,121.1186159,"锦州市, 古塔区, 锦州市, 辽宁省, 121000, 中国"
錦州驛,錦州,41.1087113,121.1186159,"锦州市, 古塔区, 锦州市, 辽宁省, 121000, 中国"
錦縣,錦縣,28.4579229,116.3185504,"进贤县, 南昌市, 江西省, 中国"
錦縣驛,錦縣,28.4579229,116.3185504,"进贤县, 南昌市, 江西省, 中国"
錦西,錦西,32.490549,119.6235405,"锦西, 扬州市, 江苏省, 中国"
鎭江,鎭江,32.1891959,119.4200069,"镇江市, 江苏省, 中国"
鎮嶺,鎮嶺,35.0963542,135.8513226,"鎮嶺, 奥比叡ドライブウェイ, 左京区, 大津市, 滋賀県, 520-4220, 日本"
鎮東,鎮東,46.2896,127.503,"镇东乡, 巴彦县, 哈尔滨市, 黑龙江省, 151800, 中国"
鎮江,鎮江,32.1891959,119.4200069,"镇江市, 江苏省, 中国"
鏡城,鏡城,41.5846284,129.6091083,"경성, 7;AH6, 생기령로동자구, 경성군, 함경북도, 조선민주주의인민공화국"
鐵嶺,鐵嶺,42.2895233,123.8394899,"铁岭市, 银州区, 辽宁省, 中国"
長城,長城,41.2484238,115.5532303,"长城, 403县道, 崇礼区, 张家口市, 河北省, 中国"
長安,長安,38.0356538,114.5317834,"长安区, 河北省, 050021, 中国"
長岡,長岡,37.4478778,138.8541667,"長岡, 長岡駅大手口地下道, 城内町二丁目, 長岡市, 新潟県, 940-0061, 日本"
長崎,長崎,32.7520765,129.868556,"長崎, 長崎式見港線, 尾上町, 長崎市, 長崎県, 850-8685, 日本"
長崎△,長崎△,32.7521727,129.8688815,"長崎, 長崎式見港線, 尾上町, 長崎市, 長崎県, 850-8685, 日本"
長崎本線,長崎本線,32.162467,130.418626,"長崎, 水俣市, 熊本県, 867-0035, 日本"
長崗,長崗,34.3472,114.912,"长岗镇, 商丘市, 河南省, 中国"
長嶺,長嶺,44.3437501,123.5873275,"长岭县, 松原市, 吉林省, 中国"
長嶺子,長嶺子,46.6733356,130.8588724,"长岭子, 集贤县, 双鸭山市, 黑龙江省, 155900, 中国"
長春,長春,43.8844201,125.3180998,"长春市, 吉林省, 130000, 中国"
長春嶺,長春嶺,45.3688057,125.4415686,"长春岭镇, 松原市, 吉林省, 中国"
長林,長林,28.2265494,116.6231239,"长林, 长林村, 孝岗镇, 东乡区, 江西省, 中国"
長淮衛,長淮衛,33.5892696,119.0453673,"长淮路, 亿力·未来城, 长东街道, 清江浦区, 淮安市, 江苏省, 223000, 中国"
長湍,長湍,31.6040788,117.5885269,"张疃, 合肥市, 安徽省, 中国"
長發,長發,42.9209934,123.6723472,"长发乡, 昌图县, 铁岭市, 辽宁省, 中国"
長端,長端,40.4175248,116.3475517,"九渡河镇黄花城段长城, 东口楼, 怀柔区, 北京市, 中国"
長箭,長箭,35.2382122,129.0880983,"장전, 금정로, 장전1동, 금정구, 부산광역시, 46282, 대한민국"
長萬部,長萬部,42.5127747,140.3752126,"長万部, 本町通, 長万部, 長万部町, 山越郡, 渡島総合振興局, 北海道, 049-3521, 日本"
長辛店,長辛店,39.8272198,116.2005176,"长辛店, 教堂胡同, 长辛店街道, 丰台区, 北京市, 100074, 中国"
長里,長里,32.9154789,130.165908,"長里, 国道207号, 小長井町大峰, 諫早市, 長崎県, 日本"
長野,長野,36.6442745,138.1883615,"長野, 長野大通り, 南千歳一丁目, 南石堂町, 長野市, 長野県, 380-0826, 日本"
門司,門司,33.9045155,130.9329208,"門司, 国道3号, 梅ノ木町, 門司区, 北九州市, 福岡県, 800-0051, 日本"
門司△,門司△,33.9045155,130.9329208,"門司, 国道3号, 梅ノ木町, 門司区, 北九州市, 福岡県, 800-0051, 日本"
開原,開原,42.4067626,124.245093,"开原市, 辽宁省, 中国"
開原堡,開原堡,23.0102003,120.223496,"開元寶, 6, 北園街8巷, 元寶里, 北區, 三份仔, 臺南市, 704, 臺灣"
開原驛,開原,42.4067626,124.245093,"开原市, 辽宁省, 中国"
開城,開城,31.2899481,117.7342821,"开城镇, 无为市, 芜湖市, 安徽省, 238300, 中国"
開封,開封,34.604167,114.497222,"开封市, 河南省, 中国"
開封線,開封線,34.6859611,114.4492205,"祥符区, 开封市, 河南省, 中国"
開山屯,開山屯,42.7011914,129.7561096,"开山屯镇 개산툰진, 龙井市 룡정시, 延边朝鲜族自治州 연변조선족자치주, 吉林省, 中国"
開平,開平,22.3474568,112.5344174,"开平市, 江门市, 广东省, 529300, 中国"
開沙拉,開沙拉,22.342295,114.1483201,"長沙灣天主教聖辣法厄爾墳場 Raphael's Catholic Cemetery (Cheung Sha Wan), 長沙灣工業區 Cheung Sha Wan Industrial Area, 深水埗區 Sham Shui Po District, 九龍 Kowloon, 香港 Hong Kong, 中国"
開豐線,開豐線,34.6859611,114.4492205,"祥符区, 开封市, 河南省, 中国"
開通,開通,44.8072492,123.0847263,"通榆县, 白城市, 吉林省, 中国"
開陽,開陽,27.103714,107.007557,"开阳县, 贵阳市, 贵州省, 中国"
開魯,開魯,43.7438747,121.3797712,"开鲁县 ᠺᠠᠶᠢᠯᠦ ᠰᠢᠶᠠᠨ, 通辽市 ᠲᠦᠩᠯᠢᠶᠣᠤ ᠬᠣᠲᠠ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
間坪,間坪,42.9150642,129.8381345,"间坪, 月晴镇 월청진, 图们市 도문시, 延边朝鲜族自治州 연변조선족자치주, 吉林省, 中国"
間里,間里,34.620014,107.407483,"间里, 宝鸡市, 陕西省, 中国"
閣香,閣香,30.2726183,119.9940643,"葛巷, 创景路, 仓前街道, 余杭区, 杭州市, 浙江省, 311121, 中国"
闊阮,闊阮,30.4781802,114.4027345,"光谷软件园展示中心扩建项目D座, 关山大道, 关南社区, 关东街道, 东湖新技术开发区, 洪山区, 武汉市, 湖北省, 430205, 中国"
關地,關地,26.3110816,100.6042594,"关地, 永胜县, 丽江市, 云南省, 中国"
關東,關東,36.391301,120.4727814,"关东, 书院居, 潮海街道, 即墨区, 青岛市, 山东省, 266200, 中国"
關河,關河,30.233808,106.998661,"关河乡, 广安市, 四川省, 中国"
關爾頭,關爾頭,41.1207881,29.049616,"Katar Başkonsolosluğu, Sarıyer Caddesi, İstinye Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34460, Türkiye"
關虎,關虎,29.3208256,119.9140605,"关胡, 金华市, 浙江省, 中国"
